brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,max_power,seats,selling_price
Hyundai,5,48303.0,Dealer,Petrol,Manual,18.9,82.0,5,455000
BMW,5,46000.0,Dealer,Diesel,Automatic,21.76,182.25,5,2650000
Maruti,6,41000.0,Dealer,Petrol,Manual,20.73,91.1,5,600000
Volkswagen,8,90000.0,Individual,Diesel,Manual,20.54,103.6,5,520000
Maruti,9,34000.0,Individual,Petrol,Manual,19.1,85.8,5,455000
Maruti,3,17000.0,Dealer,Petrol,Manual,21.21,81.8,5,705000
Maruti,7,40000.0,Individual,Petrol,Manual,22.74,47.3,5,230000
Mercedes-Benz,6,32000.0,Dealer,Diesel,Automatic,13.0,182.25,5,2350000
Hyundai,4,51962.0,Dealer,Petrol,Manual,18.6,81.83,5,575000
Maruti,4,18400.0,Dealer,Petrol,Automatic,21.63,67.04,5,485000
Maruti,8,77000.0,Dealer,CNG,Manual,26.6,58.16,5,335000
Mahindra,6,95006.0,Dealer,Diesel,Manual,15.4,75.0,9,850000
Toyota,2,12500.0,Dealer,Diesel,Manual,13.68,147.8,7,1750000
Ford,9,43500.0,Dealer,Diesel,Manual,20.0,68.0,5,310000
Ford,3,28015.0,Individual,Petrol,Manual,17.0,121.31,5,850000
Toyota,12,125000.0,Dealer,Diesel,Manual,12.8,102.0,8,650000
Maruti,4,34000.0,Individual,Petrol,Manual,20.89,81.8,5,449000
Honda,10,78000.0,Dealer,Petrol,Manual,17.0,118.0,5,265000
Volkswagen,9,45710.0,Dealer,Petrol,Manual,16.47,73.9,5,354000
Maruti,3,50000.0,Individual,Diesel,Manual,28.4,74.0,5,685000
Mahindra,1,15000.0,Individual,Diesel,Manual,15.4,75.0,7,675000
Maruti,5,55275.0,Dealer,Diesel,Manual,24.3,88.5,5,825000
Toyota,7,77000.0,Individual,Diesel,Manual,12.99,100.57,7,1075000
Mahindra,1,40000.0,Individual,Diesel,Manual,16.5,70.0,7,750000
Hyundai,4,67000.0,Dealer,Petrol,Manual,18.9,82.0,5,519000
Hyundai,10,63000.0,Dealer,Petrol,Manual,20.36,78.9,5,230000
Ford,9,69000.0,Dealer,Diesel,Manual,20.0,68.0,5,235000
Maruti,3,23000.0,Individual,Petrol,Manual,22.0,81.8,5,750000
Maruti,4,44827.0,Dealer,Petrol,Manual,20.89,81.8,5,495000
Maruti,15,64659.0,Dealer,Petrol,Manual,17.3,64.0,5,110000
Maruti,11,29000.0,Dealer,Petrol,Manual,19.7,46.3,5,175000
Maruti,5,49000.0,Dealer,Petrol,Manual,22.74,47.3,5,300000
Renault,4,35500.0,Dealer,Petrol,Manual,25.17,53.3,5,295000
BMW,6,74898.0,Dealer,Diesel,Automatic,18.88,182.25,5,1600000
Renault,5,35000.0,Individual,Petrol,Manual,25.17,53.3,5,250000
Maruti,8,37000.0,Dealer,Petrol,Manual,19.1,85.8,5,445000
Audi,4,36000.0,Dealer,Diesel,Automatic,17.11,174.33,5,2090000
Hyundai,6,40103.0,Dealer,Petrol,Manual,18.9,82.0,5,440000
Volkswagen,4,25000.0,Individual,Petrol,Automatic,18.19,103.5,5,850000
Toyota,7,130000.0,Dealer,Diesel,Manual,12.8,102.0,8,1050000
Mahindra,5,56000.0,Individual,Diesel,Manual,15.4,75.0,9,875000
Toyota,10,113200.0,Dealer,Diesel,Manual,12.99,100.6,7,675000
Hyundai,7,31847.0,Dealer,Petrol,Manual,18.5,80.0,5,485000
Maruti,3,31000.0,Dealer,Petrol,Manual,20.65,103.25,5,799000
Maruti,9,66539.0,Dealer,Petrol,Manual,18.6,85.8,5,250000
Volkswagen,5,49000.0,Dealer,Petrol,Automatic,17.21,103.5,5,650000
Mahindra,4,19838.0,Dealer,Petrol,Manual,18.15,82.0,6,475000
Hyundai,1,5000.0,Dealer,Petrol,Manual,20.7,81.86,5,725000
Honda,8,119462.0,Dealer,Diesel,Manual,24.7,98.63,5,425000
Maruti,3,32000.0,Dealer,CNG,Manual,33.54,67.04,5,485000
Ford,6,78000.0,Dealer,Petrol,Manual,18.88,123.37,5,635000
Maruti,5,70000.0,Individual,Petrol,Automatic,20.51,67.0,5,420000
Ford,5,80000.0,Individual,Diesel,Manual,25.83,99.0,5,400000
Mercedes-Benz,14,50000.0,Dealer,Petrol,Automatic,10.13,182.25,5,800000
Honda,2,20000.0,Dealer,Petrol,Automatic,18.0,117.6,5,1125000
Maruti,4,100000.0,Individual,Diesel,Manual,28.09,88.5,5,625000
Hyundai,2,30000.0,Individual,Diesel,Manual,24.0,88.76,5,995000
Maruti,5,25603.0,Dealer,Petrol,Manual,22.74,47.3,5,291000
Skoda,5,56000.0,Dealer,Diesel,Automatic,18.19,174.5,5,1875000
Hyundai,8,52891.0,Dealer,Petrol,Manual,18.6,81.83,5,450000
Hyundai,7,59586.0,Dealer,Petrol,Manual,19.81,68.05,5,300000
Mercedes-Benz,10,59000.0,Dealer,Diesel,Automatic,14.94,182.25,5,925000
Toyota,8,130000.0,Dealer,Diesel,Manual,12.99,100.6,8,825000
Hyundai,4,61462.0,Dealer,Diesel,Manual,21.38,88.7,5,970000
Maruti,8,52000.0,Dealer,Diesel,Manual,28.4,74.02,5,395000
Skoda,5,50000.0,Dealer,Petrol,Manual,15.0,103.52,5,570000
Honda,10,66000.0,Dealer,Petrol,Manual,16.0,90.0,5,325000
Hyundai,11,90000.0,Individual,Diesel,Manual,23.0,90.0,5,310000
Maruti,6,59000.0,Dealer,Petrol,Manual,15.1,73.0,7,365000
Hyundai,9,40000.0,Dealer,Petrol,Automatic,16.95,78.9,5,335000
Mercedes-Benz,7,40000.0,Individual,Diesel,Automatic,13.0,182.25,5,2070000
Mahindra,5,95000.0,Individual,Diesel,Automatic,16.0,140.0,7,875000
Toyota,13,85216.0,Dealer,Diesel,Manual,12.8,102.0,7,465000
Tata,9,100000.0,Individual,Diesel,Manual,11.57,138.1,7,280000
Hyundai,5,100000.0,Individual,Diesel,Manual,23.9,126.2,5,700000
Mahindra,11,97000.0,Dealer,Diesel,Manual,10.5,120.0,7,475000
Hyundai,5,90000.0,Individual,Diesel,Manual,22.54,88.73,5,540000
Hyundai,4,7000.0,Individual,Petrol,Manual,18.9,82.0,5,490000
Maruti,4,80000.0,Individual,Diesel,Manual,24.3,88.5,5,830000
Maruti,6,56562.0,Dealer,Diesel,Manual,25.2,74.0,5,540000
Maruti,3,25000.0,Individual,Petrol,Manual,22.0,81.8,5,550000
Volkswagen,6,46000.0,Dealer,Petrol,Manual,16.47,74.0,5,491000
Maruti,6,36681.0,Dealer,Petrol,Manual,20.73,91.1,5,611000
Hyundai,5,80000.0,Dealer,Petrol,Manual,13.0,121.3,5,925000
Mahindra,12,100000.0,Individual,Diesel,Manual,13.6,63.0,7,260000
Toyota,6,130000.0,Dealer,Diesel,Manual,12.99,100.6,8,1151000
Land Rover,5,27690.0,Dealer,Diesel,Automatic,12.81,148.31,7,3200000
Tata,8,120000.0,Individual,Diesel,Manual,14.0,138.1,7,425000
Maruti,5,22756.0,Dealer,Petrol,Manual,21.79,67.05,5,421000
Tata,8,63000.0,Dealer,Diesel,Manual,13.93,138.03,7,450000
Maruti,15,80000.0,Individual,Petrol,Manual,19.7,46.3,5,60000
Mahindra,7,86000.0,Individual,Diesel,Manual,15.96,62.1,7,460000
Skoda,6,27000.0,Dealer,Petrol,Manual,15.0,103.6,5,525000
Hyundai,3,55373.0,Dealer,Diesel,Manual,22.54,88.73,5,750000
Hyundai,3,22000.0,Dealer,Diesel,Manual,22.1,88.7,5,1015000
Maruti,8,80000.0,Dealer,Diesel,Manual,20.77,88.8,7,711000
Maruti,9,120000.0,Individual,Diesel,Manual,19.3,73.9,5,460000
Mahindra,9,68420.0,Dealer,Diesel,Manual,15.1,140.0,7,615000
Maruti,7,63000.0,Dealer,Diesel,Manual,23.4,74.0,5,595000
Maruti,3,35000.0,Dealer,Diesel,Manual,26.32,93.87,5,755000
Mercedes-Benz,3,15200.0,Dealer,Diesel,Automatic,16.1,182.25,5,4500000
Maruti,5,64850.0,Individual,CNG,Manual,21.94,61.7,5,320000
Mahindra,6,51000.0,Dealer,Diesel,Manual,15.1,140.0,7,945000
Hyundai,4,48000.0,Dealer,Petrol,Manual,18.6,81.83,5,600000
Hyundai,10,58222.0,Dealer,Diesel,Manual,22.32,126.32,5,421000
Toyota,9,75000.0,Dealer,Diesel,Manual,13.0,168.5,7,1249000
Maruti,13,30008.0,Dealer,Petrol,Manual,19.7,46.3,5,175000
Maruti,3,10398.0,Dealer,Diesel,Manual,27.39,74.0,5,840000
Maruti,5,90000.0,Individual,Petrol,Manual,20.85,83.14,5,550000
Mahindra,8,64253.0,Dealer,Diesel,Manual,14.0,75.0,7,625000
Hyundai,4,30000.0,Individual,Petrol,Manual,18.9,81.86,5,480000
Hyundai,8,64308.0,Dealer,Diesel,Automatic,18.0,126.2,5,485000
Maruti,11,53503.0,Dealer,Petrol,Manual,19.7,46.3,5,175000
Hyundai,7,24835.0,Trustmark Dealer,Petrol,Manual,17.43,105.5,5,575000
Maruti,4,14000.0,Dealer,Petrol,Manual,20.4,81.8,5,500000
Mercedes-Benz,10,46000.0,Dealer,Petrol,Automatic,10.93,182.25,5,1250000
Honda,6,48623.0,Dealer,Petrol,Manual,17.8,119.35,5,670000
Maruti,7,96000.0,Dealer,Diesel,Manual,28.4,74.0,5,490000
Hyundai,3,23000.0,Dealer,Petrol,Manual,18.6,81.83,5,751000
Hyundai,9,88500.0,Dealer,Diesel,Manual,22.32,126.32,5,550000
Tata,4,11500.0,Dealer,Petrol,Automatic,23.84,83.83,5,535000
Ford,6,29500.0,Dealer,Petrol,Automatic,15.63,110.4,5,655000
Volkswagen,4,51952.0,Dealer,Diesel,Manual,20.14,88.0,5,750000
Mahindra,11,90000.0,Individual,Diesel,Manual,13.6,63.0,7,400000
Tata,3,5000.0,Dealer,Petrol,Manual,23.84,84.0,5,565000
Maruti,10,9000.0,Dealer,Petrol,Manual,19.7,46.3,5,160000
Honda,11,34000.0,Dealer,Petrol,Manual,17.0,118.0,5,325000
Volvo,6,80000.0,Individual,Diesel,Automatic,17.2,182.25,7,4350000
Hyundai,7,41000.0,Dealer,Petrol,Manual,18.5,80.0,5,385000
Renault,4,7489.0,Individual,Diesel,Manual,19.6,108.45,5,900000
Maruti,3,41000.0,Dealer,Petrol,Automatic,19.12,91.1,5,895000
Maruti,5,53085.0,Dealer,Diesel,Manual,24.3,88.5,5,825000
Hyundai,7,44000.0,Dealer,Petrol,Manual,17.0,80.0,5,535000
Volkswagen,10,84000.0,Dealer,Petrol,Manual,15.04,103.6,5,260000
Volkswagen,4,49000.0,Dealer,Petrol,Automatic,17.21,103.6,5,695000
Mercedes-Benz,6,35000.0,Individual,Petrol,Automatic,14.74,181.04,5,2100000
Toyota,4,60100.0,Dealer,Diesel,Automatic,11.36,171.5,7,1750000
Maruti,15,55000.0,Dealer,Petrol,Manual,16.1,85.0,5,145000
Renault,2,10000.0,Individual,Petrol,Manual,20.0,72.0,7,660000
Mercedes-Benz,10,40000.0,Individual,Diesel,Automatic,14.21,182.25,5,1050000
Maruti,9,90339.0,Dealer,Petrol,Manual,16.02,93.7,7,495000
Hyundai,5,14000.0,Individual,Petrol,Manual,18.9,82.0,5,495000
Skoda,8,69000.0,Dealer,Petrol,Manual,15.0,105.0,5,325000
Honda,15,89000.0,Individual,Petrol,Manual,17.7,78.0,5,113000
Mahindra,7,120000.0,Individual,Diesel,Manual,15.4,120.0,7,800000
Hyundai,3,26000.0,Dealer,Diesel,Automatic,19.08,126.2,5,1245000
Tata,11,120000.0,Individual,Diesel,Manual,13.93,138.1,7,250000
Volkswagen,7,59200.0,Dealer,Petrol,Automatic,16.93,103.2,5,540000
Maruti,3,35000.0,Individual,Petrol,Manual,23.95,67.1,5,350000
Maruti,8,130000.0,Individual,Diesel,Manual,20.77,88.8,7,660000
Mercedes-Benz,9,88000.0,Dealer,Diesel,Automatic,14.84,170.0,5,1150000
Maruti,4,21900.0,Dealer,Petrol,Automatic,19.56,81.8,5,700000
Maruti,6,43206.0,Dealer,Petrol,Manual,20.85,83.14,5,480000
Volkswagen,7,43000.0,Dealer,Petrol,Manual,16.47,73.9,5,479000
Hyundai,4,77000.0,Individual,Diesel,Manual,21.38,88.7,5,1100000
Honda,3,27000.0,Individual,Diesel,Manual,25.6,97.9,5,1175000
Hyundai,12,50250.0,Dealer,Petrol,Automatic,15.0,100.0,5,299000
Tata,4,52532.0,Dealer,Petrol,Manual,23.84,84.0,5,450000
Hyundai,6,12000.0,Dealer,Petrol,Manual,18.6,81.83,5,625000
Renault,3,15235.0,Dealer,Petrol,Manual,23.01,67.0,5,410000
Hyundai,8,49000.0,Dealer,Petrol,Manual,18.5,82.85,5,500000
BMW,4,57000.0,Dealer,Petrol,Automatic,15.34,182.25,5,2550000
Honda,7,39000.0,Dealer,Petrol,Automatic,18.0,117.3,5,695000
Skoda,8,30000.0,Dealer,Petrol,Manual,15.0,103.52,5,395000
Honda,11,92000.0,Dealer,Petrol,Manual,17.0,118.0,5,300000
Maruti,14,60000.0,Individual,Petrol,Manual,16.1,88.2,5,149000
Audi,10,105000.0,Individual,Diesel,Automatic,12.4,179.5,5,857000
Maruti,3,29500.0,Dealer,Petrol,Automatic,21.21,81.8,5,745000
Maruti,6,17000.0,Dealer,Petrol,Manual,23.95,67.1,5,320000
Renault,4,20966.0,Dealer,Petrol,Manual,25.17,53.3,5,349000
Mahindra,8,73000.0,Dealer,Diesel,Manual,15.1,140.0,7,675000
Toyota,3,27000.0,Dealer,Diesel,Automatic,11.36,171.5,8,1850000
Skoda,7,59864.0,Dealer,Diesel,Manual,18.7,66.0,5,1100000
Honda,6,31298.0,Dealer,Petrol,Automatic,19.0,88.7,5,590000
Maruti,4,13000.0,Dealer,Diesel,Manual,28.09,88.5,5,885000
Hyundai,8,59000.0,Dealer,Diesel,Manual,23.5,88.7,5,490000
Hyundai,11,78000.0,Dealer,Petrol,Manual,17.0,80.0,5,371000
Ford,11,45000.0,Dealer,Petrol,Manual,15.6,70.0,5,169000
Maruti,4,39000.0,Dealer,Petrol,Manual,17.5,91.1,7,775000
Hyundai,2,4800.0,Individual,Petrol,Manual,20.3,68.0,5,530000
BMW,6,67000.0,Dealer,Diesel,Automatic,18.12,182.25,5,2575000
Honda,6,21000.0,Dealer,Petrol,Manual,18.0,86.7,5,435000
Toyota,7,115000.0,Dealer,Diesel,Manual,12.8,102.0,7,996000
Maruti,4,55001.0,Dealer,Petrol,Automatic,23.1,67.04,5,485000
Toyota,8,82326.0,Dealer,Diesel,Manual,12.99,100.6,7,875000
Honda,7,100000.0,Individual,Diesel,Manual,25.8,98.6,5,550000
Maruti,4,39400.0,Dealer,CNG,Manual,31.79,58.2,5,475000
Hyundai,2,3000.0,Individual,Petrol,Manual,18.6,81.83,5,600000
Renault,2,5000.0,Individual,Petrol,Manual,25.17,53.3,5,350000
Honda,5,56436.0,Trustmark Dealer,Petrol,Automatic,18.0,117.3,5,825000
Maruti,4,18000.0,Dealer,Petrol,Manual,20.51,67.04,5,475000
Maruti,8,39000.0,Individual,Diesel,Manual,20.77,88.8,7,640000
Renault,3,20000.0,Dealer,Petrol,Manual,25.17,53.3,5,365000
Ford,4,25000.0,Individual,Diesel,Manual,24.29,99.0,5,650000
Hyundai,11,130000.0,Individual,Petrol,Manual,17.0,80.0,5,204000
Hyundai,9,66259.0,Dealer,Diesel,Manual,21.9,90.0,5,435000
Honda,8,57239.0,Dealer,Petrol,Manual,18.0,86.7,5,425000
Honda,4,45000.0,Dealer,Petrol,Manual,17.4,117.6,5,715000
Hyundai,8,65000.0,Dealer,Diesel,Manual,22.32,126.3,5,540000
Maruti,4,54552.0,Dealer,Petrol,Manual,20.73,91.1,5,675000
Mahindra,6,78028.0,Dealer,Diesel,Manual,15.96,62.1,7,635000
Volkswagen,5,110000.0,Dealer,Petrol,Manual,16.2,74.0,5,525000
Hyundai,9,59000.0,Dealer,Petrol,Manual,19.81,68.05,5,275000
Maruti,6,96000.0,Individual,Diesel,Manual,26.59,74.0,5,450000
Hyundai,4,41000.0,Dealer,Petrol,Manual,18.9,82.0,5,520000
Ford,6,65000.0,Dealer,Diesel,Manual,25.83,99.0,5,490000
Honda,8,51112.0,Dealer,Petrol,Automatic,15.5,86.7,5,295000
Mahindra,8,130000.0,Individual,Diesel,Manual,15.96,63.0,9,500000
Hyundai,4,24900.0,Dealer,Petrol,Automatic,13.0,121.3,5,1085000
Hyundai,2,20000.0,Individual,Petrol,Manual,17.0,121.3,5,1025000
Maruti,3,20613.0,Dealer,Diesel,Automatic,24.3,88.5,5,975000
Maruti,3,42000.0,Dealer,CNG,Manual,17.5,80.46,7,875000
Audi,9,120000.0,Individual,Petrol,Automatic,10.8,132.0,5,1100000
Maruti,11,78000.0,Dealer,Diesel,Manual,19.3,73.9,5,310000
BMW,9,61000.0,Dealer,Diesel,Automatic,18.88,182.25,5,1345000
Maruti,2,11000.0,Dealer,Petrol,Automatic,20.89,81.8,5,640000
BMW,3,23000.0,Dealer,Diesel,Automatic,20.68,182.25,5,3000000
Ford,3,29500.0,Dealer,Diesel,Manual,23.0,98.96,5,950000
Honda,7,26000.0,Dealer,Diesel,Manual,26.0,98.6,5,590000
BMW,7,116653.0,Dealer,Diesel,Automatic,17.05,182.25,5,1150000
BMW,3,50000.0,Individual,Diesel,Automatic,16.77,182.25,5,8500000
Tata,3,9500.0,Dealer,Petrol,Automatic,20.3,84.0,5,575000
Mahindra,16,130000.0,Individual,Diesel,Manual,13.6,63.0,7,300000
Maruti,2,20000.0,Dealer,Diesel,Manual,26.59,74.0,5,816000
Mahindra,3,30000.0,Dealer,Diesel,Manual,16.55,105.0,6,850000
Volkswagen,5,20000.0,Dealer,Petrol,Manual,16.2,74.0,5,550000
Maruti,10,80000.0,Dealer,Diesel,Manual,19.3,73.9,5,360000
Mahindra,3,32707.0,Dealer,Diesel,Manual,16.55,105.0,7,835000
Hyundai,6,94870.0,Dealer,Diesel,Manual,24.0,70.0,5,485000
Mahindra,5,20200.0,Dealer,Diesel,Manual,25.32,77.0,5,435000
Hyundai,2,18000.0,Dealer,Diesel,Manual,22.54,88.76,5,800000
Volkswagen,6,49000.0,Dealer,Diesel,Automatic,21.21,103.2,5,695000
Maruti,4,25649.0,Dealer,Petrol,Automatic,21.5,81.8,5,470000
Ford,7,63000.0,Dealer,Petrol,Manual,18.88,123.37,5,535000
Hyundai,5,15000.0,Individual,Petrol,Manual,19.81,68.05,5,390000
Nissan,2,4000.0,Dealer,Petrol,Manual,14.23,104.55,5,890000
Maruti,4,38000.0,Dealer,Diesel,Manual,24.3,88.5,5,800000
Hyundai,6,23000.0,Dealer,Petrol,Manual,18.6,81.83,5,565000
Honda,10,58000.0,Dealer,Petrol,Manual,16.0,90.0,5,325000
Tata,4,93000.0,Dealer,Diesel,Manual,17.6,153.86,7,985000
Hyundai,7,44000.0,Dealer,Petrol,Manual,18.5,82.85,5,380000
BMW,8,39800.0,Dealer,Diesel,Automatic,14.49,182.25,5,2550000
Maruti,3,15210.0,Dealer,Petrol,Automatic,21.21,81.8,5,785000
Honda,5,75225.0,Dealer,Diesel,Manual,25.8,98.6,5,580000
BMW,3,22000.0,Dealer,Diesel,Automatic,17.05,182.25,5,3000000
Ford,2,10787.0,Dealer,Diesel,Manual,21.7,98.96,5,1050000
Maruti,7,66250.0,Dealer,Petrol,Manual,23.26,88.5,5,440000
Hyundai,4,28900.0,Dealer,Petrol,Manual,17.01,121.3,5,865000
Mercedes-Benz,10,88002.0,Dealer,Diesel,Automatic,15.8,170.0,5,1325000
Toyota,9,93000.0,Dealer,Diesel,Manual,12.99,100.0,8,729000
Maruti,4,40000.0,Individual,Petrol,Automatic,17.03,91.1,7,780000
Hyundai,9,130000.0,Individual,Diesel,Manual,23.0,90.0,5,450000
Renault,3,25000.0,Individual,Petrol,Manual,25.17,53.3,5,330000
BMW,5,66000.0,Dealer,Diesel,Automatic,18.56,182.25,5,2750000
Maruti,5,30000.0,Individual,Diesel,Manual,27.39,74.0,5,700000
Datsun,5,29500.0,Individual,Petrol,Manual,20.63,67.0,5,310000
Maruti,4,77900.0,Dealer,Diesel,Manual,24.2,93.87,7,875000
Hyundai,8,43000.0,Individual,Petrol,Manual,18.9,82.0,5,355000
Hyundai,5,18000.0,Dealer,Petrol,Manual,18.6,81.83,5,630000
Volkswagen,10,105000.0,Dealer,Diesel,Manual,22.07,73.9,5,315000
Maruti,7,70000.0,Individual,Petrol,Manual,19.1,85.8,5,425000
Renault,2,40000.0,Individual,Petrol,Manual,25.17,53.3,5,325000
Hyundai,4,64000.0,Dealer,Diesel,Automatic,16.38,182.25,5,1650000
Renault,5,40000.0,Individual,Petrol,Manual,25.17,53.3,5,220000
Maruti,5,42000.0,Dealer,Petrol,Automatic,20.51,67.0,5,445000
Renault,4,80000.0,Individual,Diesel,Manual,19.87,83.8,5,525000
Skoda,7,80000.0,Dealer,Diesel,Automatic,19.3,141.0,5,1125000
Hyundai,6,73000.0,Dealer,Petrol,Manual,15.29,121.3,5,790000
Hyundai,5,5301.0,Trustmark Dealer,Petrol,Automatic,18.9,82.0,5,585000
Toyota,7,110000.0,Dealer,Diesel,Manual,12.99,100.6,8,1045000
Tata,3,90000.0,Individual,Petrol,Manual,20.3,84.0,5,400000
Mahindra,2,4000.0,Individual,Petrol,Manual,17.0,108.6,5,890000
Toyota,11,130000.0,Dealer,Diesel,Manual,11.5,171.0,7,890000
Volkswagen,6,61500.0,Dealer,Diesel,Manual,20.14,88.8,5,475000
Tata,3,30000.0,Individual,Petrol,Manual,23.84,84.0,5,450000
Maruti,6,36000.0,Dealer,Petrol,Automatic,23.1,67.04,5,430000
Honda,5,22000.0,Dealer,Petrol,Manual,18.7,88.7,5,575000
Hyundai,4,53958.0,Dealer,Diesel,Automatic,18.23,126.2,5,1370000
Maruti,15,83000.0,Dealer,Petrol,Manual,19.7,46.3,5,95000
Toyota,14,130000.0,Individual,Diesel,Manual,12.8,102.0,8,500000
Ford,10,113000.0,Dealer,Diesel,Manual,20.0,68.0,5,290000
Maruti,3,40000.0,Individual,Petrol,Manual,21.56,103.25,5,850000
Skoda,3,31000.0,Dealer,Petrol,Automatic,14.3,103.52,5,760000
Volkswagen,9,90100.0,Dealer,Diesel,Manual,22.07,73.9,5,375000
Maruti,3,47000.0,Dealer,Diesel,Manual,28.4,74.0,5,800000
Honda,6,56000.0,Dealer,Petrol,Automatic,18.0,117.3,5,771000
Toyota,4,90000.0,Dealer,Diesel,Manual,13.0,168.5,7,2600000
Mahindra,7,51000.0,Dealer,Diesel,Manual,15.4,120.0,7,925000
Ford,6,75911.0,Dealer,Diesel,Manual,22.7,89.84,5,690000
Maruti,6,70000.0,Dealer,Diesel,Manual,19.3,73.9,5,570000
Hyundai,8,38100.0,Dealer,Petrol,Manual,20.36,78.9,5,340000
Hyundai,8,35000.0,Dealer,Petrol,Manual,18.6,81.83,5,418000
Honda,3,30892.0,Dealer,Diesel,Manual,25.5,98.6,5,975000
Maruti,3,80000.0,Individual,Diesel,Manual,27.39,74.0,5,700000
Tata,3,26000.0,Individual,Diesel,Manual,24.7,69.0,5,680000
Maruti,5,47233.0,Dealer,Petrol,Automatic,23.95,67.1,5,300000
Maruti,17,58000.0,Dealer,Petrol,Manual,19.7,46.3,5,111000
Jeep,1,6000.0,Dealer,Diesel,Automatic,17.1,173.0,5,2750000
Volkswagen,9,70000.0,Dealer,Diesel,Manual,22.07,73.9,5,385000
Maruti,6,32000.0,Dealer,Petrol,Manual,20.85,83.14,5,590000
Maruti,13,78000.0,Dealer,Petrol,Manual,17.5,85.8,5,250000
Maruti,6,8403.0,Dealer,Petrol,Manual,15.37,73.0,5,345000
Honda,6,95000.0,Individual,Diesel,Manual,25.1,98.6,5,600000
Maruti,4,73338.0,Dealer,CNG,Manual,17.5,80.46,7,800000
Honda,2,11000.0,Dealer,Petrol,Manual,17.0,118.0,5,755000
Renault,5,19000.0,Dealer,Petrol,Manual,22.3,53.26,5,324000
Maruti,2,12705.0,Dealer,Petrol,Manual,21.01,81.8,5,775000
Toyota,9,112000.0,Dealer,Diesel,Manual,12.99,100.0,8,710000
Hyundai,9,32000.0,Dealer,Petrol,Manual,18.5,80.0,5,350000
Hyundai,10,58000.0,Dealer,Petrol,Manual,20.36,78.9,5,270000
Renault,3,18500.0,Individual,Petrol,Manual,14.19,104.5,5,730000
Tata,4,53000.0,Dealer,Diesel,Automatic,17.6,153.86,7,1050000
Mahindra,6,70000.0,Individual,Diesel,Manual,15.4,120.0,7,1250000
Hyundai,7,42000.0,Dealer,Petrol,Manual,18.6,81.83,5,485000
Ford,11,76400.0,Dealer,Diesel,Manual,20.0,68.0,5,221000
Maruti,7,48148.0,Dealer,Diesel,Manual,20.77,88.76,7,750000
Skoda,5,66000.0,Dealer,Petrol,Automatic,14.67,177.46,5,1490000
Volkswagen,7,62051.0,Dealer,Diesel,Manual,20.14,88.8,5,435000
Maruti,11,35000.0,Dealer,Petrol,Manual,16.11,72.42,5,250000
Toyota,8,130000.0,Individual,Diesel,Manual,12.99,100.0,8,950000
Volkswagen,7,68000.0,Dealer,Diesel,Manual,15.11,103.6,5,485000
Maruti,8,10000.0,Dealer,Petrol,Manual,19.1,85.8,5,475000
Maruti,6,20000.0,Individual,Petrol,Manual,20.73,91.1,5,700000
Ford,5,14000.0,Dealer,Petrol,Manual,18.16,86.8,5,540000
Honda,7,90000.0,Individual,Diesel,Manual,25.8,98.6,5,375000
Honda,14,77034.0,Dealer,Petrol,Manual,16.9,100.0,5,230000
Toyota,5,56000.0,Dealer,Diesel,Manual,13.68,147.8,8,1526000
Mercedes-Benz,8,32000.0,Dealer,Diesel,Automatic,10.0,170.0,5,2100000
Mahindra,3,60000.0,Individual,Diesel,Manual,16.0,138.0,7,1500000
Ford,5,89000.0,Dealer,Diesel,Automatic,10.91,182.25,7,2395000
Renault,5,21200.0,Dealer,Petrol,Manual,22.3,53.26,5,345000
Maruti,3,50000.0,Individual,CNG,Manual,26.6,58.16,5,434000
Hyundai,11,36704.0,Dealer,Petrol,Manual,18.6,81.83,5,280000
Land Rover,10,78000.0,Dealer,Diesel,Automatic,14.7,182.25,6,2650000
Maruti,4,35092.0,Dealer,Petrol,Manual,21.01,81.8,5,545000
Renault,4,15000.0,Individual,Petrol,Manual,25.17,53.3,5,350000
Hyundai,7,41000.0,Dealer,Petrol,Manual,17.01,121.3,5,559000
Mahindra,6,100000.0,Individual,Diesel,Manual,15.1,140.0,7,655000
Jeep,4,29000.0,Dealer,Diesel,Manual,17.1,170.0,5,1550000
Maruti,4,45000.0,Dealer,Petrol,Manual,17.5,91.1,7,760000
Honda,2,2277.0,Dealer,Petrol,Automatic,15.5,86.7,5,800000
Honda,18,40000.0,Individual,Petrol,Manual,13.0,100.0,0,115000
Maruti,10,40000.0,Dealer,Diesel,Manual,22.9,74.0,5,300000
Maruti,5,8000.0,Dealer,Petrol,Manual,22.0,81.8,5,475000
Skoda,6,35000.0,Individual,Diesel,Automatic,19.3,141.0,5,1425000
Honda,4,40011.0,Dealer,Diesel,Manual,25.5,98.6,5,799000
Jaguar,5,22000.0,Dealer,Diesel,Automatic,16.38,177.0,5,4300000
Volkswagen,5,110000.0,Individual,Diesel,Automatic,22.15,108.6,5,650000
Mercedes-Benz,10,110500.0,Dealer,Petrol,Automatic,11.74,182.25,5,900000
Volkswagen,6,37782.0,Dealer,Petrol,Automatic,16.93,103.2,5,555000
Land Rover,9,87500.0,Dealer,Diesel,Automatic,12.7,182.25,5,2550000
Hyundai,10,68000.0,Dealer,Diesel,Manual,23.0,90.0,5,325000
Ford,5,41001.0,Dealer,Petrol,Manual,18.16,86.8,5,450000
